Date,Easy,Medium,Hard
08/05/22,"2,4,7,6,0,0,1,0,0,0,0,0,0,8,7,0,2,3,6,0,0,1,0,5,0,0,9,0,5,4,0,3,0,2,8,1,0,3,0,0,5,0,4,9,0,1,9,0,0,0,2,0,0,0,4,0,5,0,6,9,0,0,0,0,2,1,5,0,8,0,0,0,0,0,8,0,0,0,3,7,5","0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,0,9,0,7,0,0,0,5,0,2,0,6,3,0,0,6,8,0,0,0,0,0,0,4,0,0,0,0,7,9,0,0,0,4,0,0,1,0,0,0,0,0,2,1,8,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,5,0,4,0,3,0","2,0,6,1,0,0,0,0,4,0,0,4,0,0,0,3,0,2,0,0,0,0,6,0,0,7,0,1,0,2,0,0,7,0,0,0,3,0,0,6,0,0,0,4,0,0,8,0,0,3,1,0,0,0,8,0,0,9,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0"
09/05/22,"0,5,6,0,7,3,0,4,0,4,0,3,5,0,0,7,0,1,0,0,0,1,0,8,0,0,5,0,7,0,6,0,1,0,0,4,8,1,9,0,0,5,0,7,0,5,0,0,2,0,0,9,0,0,2,0,8,7,6,0,0,5,0,0,4,0,0,5,0,3,2,0,0,9,5,0,0,2,0,6,0","9,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,5,0,7,0,0,0,8,0,0,0,1,0,0,0,6,0,8,0,2,9,0,0,0,4,0,4,0,9,0,5,0,7,0,0,0,0,0,0,0,0,2,8,0,0,0,0,6,9,7,0,0,0","0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,7,9,0,8,0,0,7,4,6,0,0,0,0,2,7,0,8,0,6,0,0,0,0,0,0,0,0,0,0,9,5,0,0,2,0,0,1,0,0,1,0,3,0,0,0,0,4,0,0,5,0,9,1,0,0,0,3,2,0,0,0,0,0,0,0"
10/05/22,"4,8,1,3,0,0,0,7,0,5,0,7,9,8,2,0,0,0,3,0,0,1,0,0,0,6,8,0,3,0,0,0,0,1,8,5,0,9,0,0,2,5,0,0,4,0,7,0,4,0,3,0,0,9,0,0,0,2,9,0,8,0,0,6,1,2,0,0,0,4,0,0,0,0,8,0,4,7,2,1,0","0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,1,0,4,6,9,4,0,0,7,0,6,0,5,0,0,3,0,0,0,7,0,0,5,6,0,0,4,0,0,3,0,0,2,0,1,9,0,0,0,0,0,0,0,7,0,0,3,0,0,0,9,0,0,2,4,0,0,0","0,0,5,0,0,0,0,0,0,8,7,0,0,0,2,0,0,5,0,3,0,7,0,4,0,0,0,0,0,0,8,0,0,0,6,0,5,8,0,0,6,0,0,0,1,0,0,9,0,2,0,0,0,0,0,0,1,0,9,0,5,0,0,0,0,0,0,0,0,9,0,6,0,0,4,0,0,0,0,1,7"
11/05/22,"0,7,9,0,8,0,4,3,5,2,0,5,4,0,0,0,1,0,0,0,3,5,1,9,0,8,0,0,2,8,1,6,0,0,0,9,9,5,0,0,0,3,1,0,0,0,0,0,0,2,0,6,0,4,7,9,0,8,0,0,2,0,0,0,0,0,0,0,0,5,4,7,5,3,0,2,0,6,0,0,0","0,0,0,0,0,0,0,7,0,0,6,0,1,0,0,0,0,4,0,0,8,0,0,5,0,9,0,0,0,0,6,0,0,2,3,0,5,8,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,9,0,0,1,0,0,0,0,3,0,0,0,7,4,0,0,0,0,0,0,0,3,0,0,0,6","0,4,0,5,2,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,8,0,3,0,0,1,0,0,0,0,7,6,0,3,0,4,0,0,0,0,7,0,0,9,0,0,5,0,0,5,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0"
12/05/22,"0,0,8,1,0,0,6,0,5,0,3,0,0,8,4,2,1,0,9,1,0,2,0,0,4,0,0,0,5,4,0,0,6,0,2,8,1,2,9,0,0,0,5,4,0,0,0,0,5,4,2,0,0,0,0,0,2,0,0,0,1,6,7,0,0,1,0,2,9,0,5,0,5,8,0,4,7,0,0,0,0","0,3,4,9,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,9,0,0,0,0,0,6,0,0,7,8,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,6,0,0,0,0,3,0,1,0,0,0,5,0,9,0,1,2,0,0,0,3,0,0,6,4,0,0,0,0,1,0,7,0,0,0","0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,0,1,0,3,0,0,0,0,0,6,9,8,0,5,2,0,3,8,9,6,0,8,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,4,0,7,1,0,0,0,0,0"
13/05/22,"7,3,0,2,0,6,4,0,0,0,0,2,9,0,0,5,0,6,9,4,0,1,0,7,0,0,0,8,9,1,0,4,0,0,6,0,0,0,4,0,6,0,0,3,8,0,0,7,0,9,0,1,4,0,5,0,8,0,1,0,6,0,9,4,0,0,0,0,8,7,0,0,0,2,0,5,0,0,0,1,4","8,0,3,0,0,0,2,0,0,9,0,0,0,0,0,3,0,6,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,1,4,5,0,7,0,0,0,0,8,0,0,0,0,0,8,0,6,0,0,9,4,0,0,0,1,0,0,0,0,5,1,0,2,0,8,0,0,0,0,0,6,0,0,9,0,0,0","1,0,0,0,0,8,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,5,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,6,0,0,2,3,9,0,0,7,0,0,0,0,8,0,0,7,8,9,0,0,3,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,1"
14/05/22,"0,6,4,7,2,0,8,0,0,2,0,1,0,0,0,0,5,0,3,0,0,6,9,1,0,0,4,0,2,0,0,8,9,7,0,0,0,8,0,4,0,7,3,6,2,5,4,7,0,0,3,0,0,0,8,0,0,5,0,0,0,3,7,0,0,5,3,4,0,0,0,6,0,0,0,0,7,0,0,2,1","0,0,0,0,0,0,0,0,0,0,3,0,8,1,0,9,0,0,2,6,0,3,7,0,0,0,0,0,0,8,0,9,0,0,4,0,4,0,0,0,0,0,2,0,0,9,0,0,7,0,0,0,0,8,0,2,0,0,0,0,0,8,1,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,7,0,0","0,0,5,9,1,0,0,2,3,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,2,6,0,7,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,4,9,0,6,0,0,2,0,0,0,5,0,0,8,0,0,0,4,0,0,0,3,0,7,0,0,0,2,0,0"
15/05/22,"0,0,0,0,0,8,3,1,5,9,5,0,6,0,4,0,0,0,0,1,7,5,0,0,4,0,9,3,0,0,0,9,1,0,0,4,1,4,0,0,0,2,0,7,0,2,0,0,3,4,0,0,9,0,4,0,2,0,0,0,5,0,7,5,3,0,2,8,0,0,0,0,0,0,6,4,3,0,8,2,0","8,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,0,0,0,1,0,0,2,9,0,6,0,0,0,0,8,0,3,1,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,9,6,8,1,0,0,8,0,0,0,0,9,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0","0,6,0,0,1,0,0,0,9,0,1,0,0,0,0,7,0,0,0,0,3,0,0,5,4,0,0,0,0,0,9,0,7,1,0,0,5,0,0,0,2,3,0,0,8,1,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,6,0,0,0,5,8,0,0,0,0,0,0,0,0,7,0,9,0,0"
16/05/22,"0,7,4,0,0,0,3,0,5,1,2,0,0,7,0,0,6,4,0,0,0,8,4,1,0,0,0,9,8,2,0,0,0,0,5,1,4,0,0,5,1,0,0,0,9,0,5,0,7,0,9,0,4,8,7,0,3,0,0,4,1,0,0,0,0,5,9,0,7,4,0,0,0,4,0,0,0,6,5,9,0","6,5,0,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,8,0,0,5,0,0,6,0,2,4,0,0,9,0,6,0,0,4,0,3,0,0,0,0,0,9,0,0,6,0,8,0,0,0,0,0,0,5,0,0,0,3,0,0,7,0,0,0","0,0,0,6,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,1,0,9,0,6,5,0,0,0,0,0,0,6,0,8,0,0,9,0,1,5,0,0,2,0,1,0,0,0,0,4,3,0,0,8,0,3,0,0,0,4,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0"
17/05/22,"0,7,0,0,1,0,3,8,4,1,0,3,6,4,9,0,0,0,0,0,2,7,0,8,1,6,0,3,4,0,9,6,0,0,1,0,0,0,6,0,0,0,7,9,2,0,0,5,1,8,0,0,0,0,7,2,0,0,9,0,0,0,1,5,0,0,0,7,3,0,0,0,9,0,0,0,0,0,4,7,6","2,0,0,4,0,0,0,0,9,4,0,7,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,7,0,0,0,9,0,1,6,5,0,0,0,0,0,1,2,0,0,0,0,2,3,0,0,0,9,0,0,0,9,7,0,2,8,0,3,0,0,0,9,0,0,0,0,1,3,0,4,0,0,0,0,0,0","8,9,0,0,0,0,0,6,0,0,0,0,0,0,4,2,0,1,0,0,4,0,0,0,0,0,3,9,7,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,1,0,7,3,0,0,0,9,6,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0"
18/05/22,"3,4,0,0,9,0,1,7,0,8,6,9,0,1,0,3,0,0,0,0,0,3,4,8,2,0,0,6,1,0,8,0,4,7,0,0,2,0,0,0,3,0,4,0,5,0,9,0,0,0,6,8,0,0,0,0,6,0,8,0,0,1,0,0,0,1,5,0,7,0,4,3,0,0,5,1,0,0,0,8,7","0,0,0,9,0,0,8,7,0,0,0,0,6,7,0,0,0,0,0,6,0,0,0,4,5,0,0,0,0,6,1,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,2,7,0,0,0,4,0,0,0,0,0,0,1,6,0,0,8,0,0,0,0,0,9,7,0,1,5,3,0,0,0,0,0,0,0","0,5,0,4,0,0,0,0,0,0,1,8,0,0,0,0,2,0,7,0,9,0,0,0,6,0,0,0,9,7,0,1,5,0,0,0,0,0,0,0,0,0,9,0,8,0,0,6,0,0,7,0,0,0,0,3,0,0,2,0,0,6,0,0,0,0,0,0,6,0,9,0,0,0,0,3,0,0,7,4,0"
19/05/22,"0,0,7,5,1,2,0,8,0,0,3,0,0,8,4,0,5,0,8,0,4,0,0,0,7,2,1,1,0,0,4,0,5,3,0,0,0,9,0,1,0,0,5,4,0,0,4,3,6,0,0,0,0,9,0,8,0,3,0,7,1,0,2,7,0,0,0,4,1,0,0,5,0,1,6,0,0,0,0,0,4","0,0,0,0,0,4,0,0,6,1,0,6,2,0,0,0,0,3,0,0,8,6,0,0,0,7,0,7,0,9,0,4,3,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,7,0,0,0,0,0,4,2,0,0,0,0,0,8,6,0,0,8,0,0,9,0,0,0,0","0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,9,5,3,0,9,7,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7,3,4,0,0,0,0,8,0,0,0,2,0,0,3,0,0,5,0,0,0,0,0,8,0,0,2,0,0,6,0,9,0,0,0,7,0,0,8,1,4,0,0,0,0"
20/05/22,"3,0,1,0,6,0,7,0,0,8,2,7,0,3,0,0,1,0,0,0,6,0,2,1,0,0,4,0,3,0,6,0,4,0,2,9,2,0,0,3,9,0,1,6,0,7,6,0,0,1,0,0,0,0,6,0,2,0,0,0,9,0,0,0,9,0,2,0,6,0,0,0,0,1,8,9,4,0,0,3,6","0,0,0,0,0,0,0,6,7,7,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,5,2,0,0,0,3,0,4,0,7,0,0,9,0,0,0,0,0,0,8,1,0,1,7,0,8,0,0,0,3,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0","0,0,0,0,8,6,2,0,0,0,2,4,0,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,0,0,5,7,0,0,0,6,0,0,8,0,9,0,0,7,0,0,4,0,0,0,0,0,0,0,4,8,0,0,0,0,0,9,0,1,9,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,2"
21/05/22,"0,0,6,3,0,2,0,8,0,0,4,1,0,5,0,2,3,6,2,0,0,1,8,0,0,0,4,7,9,5,0,1,0,0,0,0,0,8,0,6,9,0,1,0,0,1,0,0,0,0,0,4,9,5,0,0,0,4,0,3,5,2,9,0,0,7,0,0,1,0,0,3,4,5,3,9,0,0,0,0,0","0,0,0,0,0,0,0,0,5,0,0,0,9,0,8,0,4,0,0,8,3,2,0,0,0,0,0,7,0,0,0,0,9,1,0,0,0,2,0,7,3,0,4,8,0,0,0,0,4,0,0,0,0,7,0,7,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,0,0,0,6,8,0,9,0,0","6,0,0,7,0,3,0,0,0,5,0,0,2,0,0,6,0,3,3,0,1,0,4,9,0,8,0,0,0,0,0,0,0,0,0,4,0,0,7,8,0,0,0,9,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,2,7,0,0,0,0,3,0,1,0,0,0,6"
22/05/22,"0,7,0,6,0,0,5,0,2,0,5,0,0,1,8,0,9,7,8,6,9,0,0,5,0,0,0,0,4,0,0,8,0,2,1,9,5,0,0,7,4,9,0,0,0,3,9,0,0,0,0,0,7,5,0,0,1,4,5,0,7,0,0,7,0,6,0,0,0,3,5,0,0,0,5,8,3,7,0,0,0","1,0,0,0,0,0,0,0,0,0,0,2,0,6,9,3,0,0,0,0,7,0,0,3,0,0,0,0,2,1,0,0,0,0,0,8,0,0,0,0,5,2,0,4,0,0,0,0,3,0,0,2,5,0,0,0,0,0,0,1,8,0,0,7,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,2,0,0,3,8,0,4,6,0,0,5,0,0,0,0,2,0,9,0,0,0,0,7,0,0,2,0,0,0,9,7,0,0,6,4,0,5,2,0,0,3,0,0,0,0,0,0,8,0,1,0,0,9,8,0,3,0,5,0,0,0"
23/05/22,"0,0,9,2,0,8,3,0,4,3,4,0,7,9,0,8,6,0,0,1,8,4,0,0,0,7,9,6,0,0,8,0,3,0,9,5,0,8,0,0,5,1,0,0,7,0,5,0,0,2,7,0,8,0,2,0,1,3,0,0,0,0,0,0,0,0,0,8,2,7,3,0,0,0,6,0,0,0,9,0,0","0,0,0,0,0,0,2,0,4,6,4,0,0,0,0,0,5,3,2,5,0,1,3,0,6,0,0,8,1,0,7,0,0,0,0,0,9,0,6,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,3,9,0,0,0,5,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,9,0","0,0,1,3,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,4,6,0,0,0,3,0,0,0,2,0,6,0,7,0,0,0,0,0,7,0,8,0,0,0,4,0,0,0,0,0,5,0,0,5,0,0,0,0,7,0,0,3,0,0,0,0,0,1,0,9,1,0,0,8,0,0,0,0,4"
24/05/22,"4,5,0,8,7,2,9,0,0,0,8,6,9,5,0,0,7,0,0,0,2,0,0,0,4,8,5,2,0,0,0,0,9,1,0,4,6,0,9,0,4,0,8,0,2,0,0,5,1,2,0,0,0,0,0,6,4,0,0,8,0,0,9,0,7,0,0,0,0,6,2,3,9,0,0,7,0,1,0,0,0","0,5,6,0,3,0,0,0,7,3,0,0,0,0,2,1,0,0,0,0,0,0,0,8,0,5,6,0,0,1,8,0,0,0,0,0,0,0,0,4,0,0,5,2,0,8,3,0,0,6,9,0,0,0,0,0,0,0,0,5,0,9,0,0,9,0,0,0,0,6,0,0,2,0,3,0,0,0,0,0,0","0,0,5,0,3,0,0,0,6,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,2,7,2,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,6,0,0,0,0,5,0,3,8,0,9,7,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,0,1,0,0"
25/05/22,"3,0,0,5,9,7,4,0,0,7,0,0,1,4,0,8,9,0,9,5,0,8,0,0,1,3,0,0,1,0,9,7,0,2,0,3,0,0,0,3,2,0,5,0,0,0,0,8,0,0,0,0,7,0,5,0,6,0,3,9,0,0,1,0,9,0,0,0,6,0,0,2,1,2,0,7,0,0,0,4,9","1,0,0,0,0,5,0,0,9,0,0,9,0,0,8,0,0,0,3,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,2,0,6,0,5,2,9,0,3,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,1,3,0","8,0,0,0,0,1,4,2,5,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,2,0,3,0,0,0,7,8,3,0,0,1,0,0,6,3,1,0,0,0,0,4,9,0,0,0,0,0,0,0,0,7,3,2,9,0,0,0,6"
26/05/22,"0,1,6,4,2,0,0,3,0,0,0,0,0,1,0,2,7,0,2,0,3,0,6,9,4,0,0,8,5,0,0,0,0,7,4,1,6,4,0,1,0,8,9,0,0,0,3,0,0,4,0,0,0,8,0,0,0,0,3,2,0,5,7,9,0,5,6,0,0,0,0,4,3,7,1,5,0,0,0,0,0","0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,6,4,0,6,0,1,0,0,0,0,0,0,0,0,0,1,9,0,5,0,9,0,0,0,0,0,0,0,0,0,5,2,0,8,0,0,3,1,0,8,0,0,0,6,0,0,9,0,1,0,0,0,0,5,7,0,4,2,0,0,0,0,0,0,0","0,0,0,0,7,4,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,7,6,0,0,9,4,0,2,0,8,0,1,8,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,5,0,0,8,0,0,3,5,0,0,0,1,0,0,0,0,0,8,0,0,0,9,0,0"
27/05/22,"0,0,3,5,1,4,0,8,0,1,6,2,0,0,0,0,4,9,4,0,8,0,0,0,1,3,7,0,3,0,0,8,1,2,0,0,2,8,6,4,0,0,0,0,0,0,0,4,9,0,2,8,0,0,0,0,0,1,2,0,9,7,0,8,9,1,0,0,0,0,0,5,0,0,0,3,5,0,0,0,8","0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0,9,0,3,0,6,1,0,0,0,3,8,1,5,9,0,2,0,0,0,0,0,3,0,0,0,0,9,0,0,0,7,0,6,0,0,7,0,0,0,0,4,0,0,3,5,0,4,0,6,0,0,0,0,0,2,0,9,0,0,0","1,0,3,4,0,6,0,0,8,0,0,2,0,7,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,7,3,0,0,4,0,0,0,0,0,0,9,0,2,5,0,0,1,6,0,0,0,0,0,7,0,0,0,0,0,6,0,0,4,5,0,3,0,8,0,0,2"
28/05/22,"0,7,3,8,0,0,9,0,6,0,8,5,9,7,4,0,3,0,0,0,9,5,0,0,4,0,7,5,0,4,0,9,1,0,7,0,0,6,2,0,0,0,0,9,4,8,0,0,0,4,7,5,0,0,0,0,0,7,0,9,8,0,0,1,0,0,0,3,5,0,0,0,9,5,0,0,0,0,3,4,0","0,0,1,0,0,0,0,0,0,5,3,0,0,7,0,6,0,0,0,0,7,9,0,0,4,3,0,2,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,4,0,6,0,0,0,0,0,0,9,0,0,0,0,1,8,7,0,0,0,0,3,0,0,6,0,0,8,0,0,0,2,0,7","8,0,0,0,0,7,0,0,9,0,0,0,0,0,5,8,0,0,0,2,0,4,0,0,0,0,7,0,0,1,6,0,0,0,0,0,9,4,0,0,0,0,0,7,0,2,7,0,0,0,8,0,0,0,5,0,9,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,6"
29/05/22,"3,0,0,0,0,2,4,7,8,9,2,4,0,0,7,0,3,0,0,0,0,3,5,4,2,0,0,2,4,8,0,1,0,0,0,0,0,0,0,5,9,8,0,4,0,0,9,5,0,4,0,7,8,0,0,0,2,8,0,1,9,0,0,8,0,7,4,0,0,0,5,3,0,1,9,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,2,0,0,0,0,0,0,0,3,7,5,0,6,0,0,5,3,0,0,0,8,0,0,0,6,0,0,0,0,1,7,0,0,0,4,0,0,2,0,9,2,0,8,0,0,0,7,5,0,0,3,0,0,0,0,6,0,0,0,0,2,9,0,4,0","1,6,0,0,0,2,3,0,0,4,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,5,1,0,0,0,0,0,0,6,2,0,0,0,4,0,0,0,0,0,4,0,7,8,0,0,0,8,0,0,0,5,7,0,0,0,0,0,0,0,6,0,0,7,0,0,0,9,0,0,2,0"
30/05/22,"4,3,0,0,7,2,5,0,0,5,7,0,0,0,3,6,4,0,0,9,0,0,6,4,2,0,0,0,0,0,3,0,0,9,6,8,0,6,0,0,4,9,0,1,0,0,1,9,7,8,0,0,0,0,0,5,1,9,0,0,0,7,0,0,0,7,4,3,0,0,0,6,2,0,3,0,0,7,0,0,5","0,0,3,0,1,0,5,0,4,0,0,8,0,0,6,0,0,0,0,4,0,0,0,0,2,6,1,0,0,0,0,0,0,3,1,0,0,9,0,0,6,8,0,0,0,1,0,0,5,0,0,9,0,0,5,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7","0,0,8,6,0,5,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,8,0,3,0,0,8,0,0,0,0,9,0,4,0,9,0,0,0,0,0,0,9,7,0,0,1,6,0,0,0,3,0,0,2,4,0,0,0"
31/05/22,"4,5,6,0,0,0,3,9,8,0,3,0,4,5,8,2,0,1,2,0,0,0,0,9,0,5,4,9,2,0,0,0,6,1,0,0,0,0,7,0,0,0,5,2,3,0,0,0,8,7,2,0,0,0,0,0,0,6,0,0,4,7,5,0,0,8,2,0,1,0,0,9,6,4,3,0,0,0,0,0,0","9,0,0,8,0,6,2,4,0,0,0,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,6,0,7,0,0,3,0,8,0,4,0,3,0,0,0,0,0,9,1,0,0,0,9,0,0,7,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,9,0,7,0,0,0,2,6,0,0,0,0,0","0,0,0,2,0,0,0,1,0,0,0,0,9,0,0,4,0,2,0,9,0,0,0,7,0,0,0,0,4,3,0,0,6,5,0,0,5,0,0,0,9,0,0,0,6,8,0,0,7,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,9,0,0,2,0,3,0,0,0,8,0"
01/06/22,"0,8,2,0,7,1,0,0,5,0,0,0,3,5,0,6,8,1,0,1,0,8,0,9,7,0,0,0,0,8,0,0,3,5,6,7,9,0,0,0,4,6,3,0,0,3,5,6,1,0,0,0,0,0,0,0,0,7,0,8,0,9,3,4,3,0,0,2,0,0,0,0,8,0,9,6,0,0,0,5,0","0,0,0,6,0,0,0,0,3,0,0,1,0,0,0,2,5,0,0,0,0,2,5,7,0,0,0,7,0,5,3,0,0,0,0,0,0,0,3,8,0,0,0,0,6,0,8,2,0,0,0,5,0,0,9,0,0,5,0,0,0,4,0,3,0,0,7,0,0,0,9,2,0,0,0,0,0,4,0,0,0","0,0,0,0,0,0,1,6,0,0,0,0,9,0,0,0,0,5,4,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,5,0,0,3,0,0,0,8,1,0,0,0,0,7,0,7,0,0,0,0,0,0,2,5,9,0,2,7,0,0,0,0,0,0,0,0,0,0,0,5,0"
02/06/22,"0,0,7,0,3,5,1,0,8,1,3,0,0,8,0,9,0,0,8,9,0,1,0,7,3,0,0,0,0,1,2,0,8,0,9,5,0,5,2,7,0,1,0,0,0,9,7,0,0,0,0,0,1,6,7,1,9,5,0,0,0,8,0,5,0,0,0,1,4,0,7,0,0,0,0,3,0,0,0,2,0","0,0,0,0,6,0,5,4,1,0,0,0,0,5,3,0,0,2,0,9,0,0,0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,7,0,8,0,2,0,7,0,1,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,9,0,0,5,7,3,0","6,0,8,0,2,0,0,7,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,5,8,0,2,0,4,1,0,0,0,0,6,4,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,0,5,0,0,0,0,0,4,6,0,0,0,0,1,0,0,5,0"
03/06/22,"8,0,2,0,4,3,6,0,1,0,6,3,0,9,0,8,0,2,0,5,0,0,0,2,0,3,9,9,0,0,1,0,0,5,0,0,2,0,0,0,3,5,4,0,0,3,0,0,4,2,9,1,0,0,4,0,8,9,1,0,0,0,0,0,7,0,0,0,0,0,1,6,0,2,1,3,0,0,0,8,0","0,0,0,1,5,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,9,0,0,5,0,0,7,0,9,1,6,0,7,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,6,0,0,4,0,9,1,0,0,0,3,0,0,0,6,2,4,7,0,0,0,0,0,0,0,0","3,0,0,0,2,0,0,0,0,9,6,0,0,7,0,0,0,0,0,0,0,4,0,1,3,8,0,0,2,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,3,0,0,0,3,0,0,0,7,0,0,2,0,0,0,0,7,8,0,9,0,0,0,0,0,0,0,2,0"
04/06/22,"9,6,5,0,0,2,0,4,0,7,0,0,4,0,0,0,6,3,0,0,0,6,8,7,0,0,5,0,0,0,2,4,0,5,7,6,0,5,2,0,7,1,4,0,0,3,4,0,0,0,0,0,2,0,4,0,1,5,0,8,3,0,0,0,9,0,0,2,0,0,0,7,5,2,6,0,0,0,1,0,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,6,4,0,0,8,0,0,3,0,0,2,0,0,0,5,7,0,9,4,0,0,0,6,0,0,0,0,0,8,4,0,5,0,0,0,0,7,0,0,8,0,0,0,0,5,0,0,0,0,0,0,6,2,0,0,0,0,3,0,0,0,9","0,9,8,0,0,7,5,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,0,9,0,9,4,1,0,0,0,7,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,9,2,0,0,0,8,0,0,0,3,0,0,5,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,9,6,0,0"
